Area,BonusMalus,DrivAge,VehAge,VehBrand,VehPower,ClaimNb,Exposure
D,50,45,2,B2,5,0,0.08
A,50,39,5,B2,6,0,1
E,60,29,9,B5,5,0,0.02
E,85,43,0,B12,6,0,0.08
C,68,31,2,B6,6,0,0.08
D,50,49,1,B1,5,0,0.49
D,76,65,9,B1,5,0,0.71
C,50,32,1,B12,7,0,0.16
E,50,46,16,B12,11,0,0.07
E,50,44,6,B6,7,0,0.49
D,80,27,3,B3,7,0,0.24
C,50,51,1,B12,4,0,0.95
D,50,33,13,B4,7,0,0.18
D,50,45,1,B1,5,0,0.53
C,52,34,1,B12,7,0,0.08
D,85,29,10,B2,6,0,0.96
D,70,52,8,B2,11,0,0.5
C,50,48,1,B12,4,0,0.39
D,50,41,2,B12,7,0,0.2
C,50,40,10,B6,4,0,0.75
E,100,56,20,B2,7,0,0.34
E,50,39,7,B2,7,0,0.08
E,54,43,3,B12,6,0,0.12
D,95,24,15,B1,7,0,0.93
C,50,42,0,B12,8,0,0.07
E,80,31,0,B12,4,0,0.83
E,64,29,3,B2,6,0,0.49
A,50,40,1,B12,10,0,0.12
D,50,40,2,B12,6,0,0.62
C,64,28,5,B5,6,0,0.22
E,50,56,12,B2,4,0,0.37
E,64,34,3,B12,4,0,0.21
C,50,66,8,B5,4,0,0.49
D,133,25,9,B1,7,0,0.46
D,50,50,0,B12,5,1,0.5
E,50,45,11,B2,6,0,1
D,100,36,16,B5,7,0,0.15
D,53,28,5,B4,7,0,0.07
C,68,30,7,B6,5,0,1.09
B,50,56,12,B1,4,0,1
A,50,39,3,B12,12,0,0.04
E,72,26,0,B12,5,0,0.1
E,63,41,12,B1,4,0,0.08
B,76,27,2,B2,5,0,1
C,50,76,7,B2,6,0,0.35
E,50,71,0,B2,7,0,0.05
D,50,36,0,B12,7,0,0.06
B,50,55,0,B12,4,0,0.7
D,77,61,1,B5,5,0,0.83
E,53,39,7,B5,9,0,0.08
D,51,36,11,B1,7,0,0.5
D,50,58,13,B1,6,0,0.39
D,64,35,14,B2,7,0,0.08
C,51,31,7,B1,6,0,0.65
C,50,45,0,B2,5,0,0.08
A,100,19,18,B1,6,0,0.18
D,90,49,13,B1,4,0,0.77
E,90,22,10,B3,5,0,0.14
D,50,48,4,B1,7,0,0.87
D,50,56,0,B2,4,0,0.49
D,100,19,11,B2,4,0,0.08
C,90,52,1,B12,7,0,0.28
C,50,36,2,B12,8,0,0.03
D,50,67,4,B12,4,0,0.04
E,54,40,0,B12,8,0,0.64
E,57,33,13,B1,4,0,0.08
E,54,40,10,B4,6,0,0.41
C,118,25,3,B3,4,0,0.87
E,76,25,31,B3,7,0,0.08
E,107,56,16,B1,5,0,0.13
B,54,28,8,B2,7,0,1
D,50,68,1,B12,7,0,0.17
E,50,49,1,B5,6,0,0.5
D,50,58,1,B1,7,0,1
C,61,29,6,B5,8,0,0.35
E,85,30,8,B3,5,1,1
D,95,29,10,B5,4,0,0.6
E,85,29,0,B12,4,0,0.15
D,76,36,0,B3,5,0,0.15
A,50,51,5,B1,4,0,0.08
D,50,45,1,B12,7,0,0.2
D,57,35,0,B12,9,1,0.58
D,100,27,3,B12,7,0,0.45
D,50,45,14,B2,5,0,0.78
E,62,66,1,B2,5,0,0.08
E,85,29,13,B2,5,0,0.08
D,95,75,1,B12,10,0,0.36
D,95,25,5,B1,5,0,0.04
D,50,57,2,B12,6,0,0.46
C,50,48,14,B3,9,0,0.08
D,71,40,18,B2,6,0,0.08
D,53,44,2,B6,5,0,0.24
C,50,62,2,B12,6,0,0.3
C,60,32,4,B3,7,0,0.8
C,50,44,13,B2,7,0,0.49
D,90,22,0,B12,12,0,0.65
E,85,21,0,B12,4,0,0.05
C,72,25,0,B12,4,0,0.12
C,50,60,2,B2,5,0,0.22
D,80,51,10,B1,6,0,1
D,57,31,10,B2,5,0,1
E,80,27,0,B12,4,0,0.08
B,50,83,3,B3,8,0,1
A,80,37,7,B3,5,0,0.09
D,50,52,12,B1,6,0,0.74
D,50,70,19,B1,7,0,0.5
D,90,28,4,B1,4,0,0.54
E,100,44,5,B4,9,0,0.82
D,60,30,12,B1,7,0,0.08
D,72,27,0,B12,7,0,0.05
E,68,26,0,B3,5,0,0.62
C,54,35,2,B4,6,0,0.83
E,57,43,17,B1,4,0,1
C,68,32,9,B2,6,0,0.08
C,72,38,7,B2,8,0,0.08
D,50,56,2,B12,5,0,0.87
D,85,32,6,B2,7,0,0.08
E,72,35,8,B5,5,0,0.66
D,50,35,2,B2,5,0,1
E,100,22,0,B12,4,1,0.53
D,100,28,6,B1,6,0,0.24
D,58,50,2,B2,4,1,1
C,68,26,0,B12,8,0,0.11
E,58,50,1,B2,4,0,0.08
E,72,28,2,B12,4,1,0.3
C,50,42,6,B6,10,0,0.04
E,50,52,1,B1,6,0,1
C,85,28,7,B5,7,0,0.03
D,140,25,3,B3,4,0,0.63
D,50,53,3,B12,8,0,0.29
E,57,33,1,B12,6,0,0.23
D,64,34,9,B3,6,0,1
E,60,28,2,B12,6,0,0.72
D,80,26,10,B3,5,0,0.36
C,50,47,5,B3,5,0,0.08
E,54,33,1,B12,4,0,0.12
D,50,42,2,B12,4,0,0.21
C,50,49,2,B12,4,0,0.4
C,50,40,0,B1,6,0,0.56
D,50,37,0,B1,9,0,0.51
C,50,36,10,B1,6,0,0.78
C,57,66,9,B3,5,0,0.63
D,50,58,0,B12,8,0,0.00546448087431694
E,50,50,0,B12,4,0,0.74
C,85,23,0,B12,6,0,0.07
C,50,41,7,B2,5,1,0.94
C,55,38,9,B4,5,0,0.49
D,112,27,3,B2,5,0,0.2
E,50,39,7,B2,6,0,0.07
C,50,59,5,B2,6,0,0.24
C,50,40,13,B1,6,0,1
C,50,51,10,B12,10,0,0.52
C,50,57,10,B3,6,0,1
E,76,42,7,B3,6,0,0.5
E,81,78,1,B12,4,0,0.14
C,68,36,12,B2,4,0,0.08
E,56,38,7,B12,7,0,0.21
D,50,42,2,B12,7,0,0.18
D,50,50,3,B1,10,0,1
E,50,65,1,B12,4,0,0.2
D,60,47,5,B1,5,0,0.95
C,65,69,14,B3,6,0,0.54
E,50,61,8,B1,6,0,0.01
D,95,26,7,B3,9,0,0.36
C,106,23,4,B1,5,0,0.54
D,50,38,12,B2,7,0,0.12
D,80,37,3,B12,6,0,0.45
E,73,27,16,B2,7,0,0.08
D,54,32,5,B2,5,0,1
B,55,52,6,B1,5,0,0.32
D,50,71,7,B5,4,0,1
C,50,55,1,B12,6,0,0.12
E,50,60,5,B1,8,0,0.26
D,50,66,6,B3,10,0,0.58
D,58,38,8,B3,6,0,0.24
E,50,28,13,B2,5,0,0.66
D,55,43,11,B2,4,0,0.64
E,50,55,2,B12,7,0,0.55
D,50,67,8,B2,5,0,1
D,50,69,4,B12,6,0,0.54
D,50,49,1,B2,5,0,0.08
D,62,52,15,B5,5,0,0.14
C,57,33,6,B1,10,0,0.1
C,60,29,6,B3,5,0,0.19
D,95,24,2,B12,4,0,0.48
C,50,77,5,B1,7,0,1
E,50,44,2,B12,6,0,0.54
C,68,38,9,B2,5,0,1
C,58,32,11,B5,5,0,0.83
E,60,34,6,B1,7,0,0.23
C,50,52,0,B2,6,0,0.33
A,50,41,14,B1,13,0,0.29
D,60,28,2,B2,5,0,0.38
E,76,26,3,B3,5,0,0.08
E,69,44,2,B2,6,0,0.08
E,64,36,1,B12,7,0,0.49
D,50,49,20,B1,6,0,0.67
C,50,37,12,B1,7,0,0.5
C,50,47,4,B12,6,0,0.04
C,50,39,3,B4,4,0,0.32
D,50,63,2,B12,4,0,0.45
C,66,30,1,B2,8,0,0.24
D,90,28,6,B12,6,0,0.54
A,50,55,3,B12,4,0,0.21
D,55,39,3,B4,9,0,0.84
D,95,40,22,B1,4,0,0.62
E,80,35,10,B1,6,0,0.08
D,60,34,8,B2,5,0,0.11
E,50,60,5,B3,7,0,0.08
E,50,51,4,B4,4,0,1
D,106,80,11,B1,6,2,0.86
D,100,33,0,B12,4,0,0.06
D,50,50,15,B12,8,0,0.53
D,50,71,2,B12,5,0,0.71
D,85,28,22,B2,7,0,0.07
E,76,26,1,B12,4,0,0.13
D,100,18,9,B5,5,0,0.3
E,61,49,1,B1,7,0,0.5
D,100,24,1,B2,6,0,0.71
C,80,24,8,B5,5,0,0.03
D,100,35,6,B5,5,0,0.07
D,50,51,10,B1,4,0,1
D,50,48,5,B1,5,0,1
D,68,28,2,B3,5,0,0.49
E,50,42,3,B6,7,0,1
D,50,63,21,B1,4,0,1
D,50,76,10,B3,6,0,1
E,76,24,0,B12,4,0,0.09
C,90,24,0,B12,5,0,0.86
D,50,34,0,B12,7,0,0.09
D,50,52,9,B2,8,0,0.16
D,50,47,16,B6,4,0,0.76
D,50,66,5,B2,7,0,1
D,80,31,1,B12,7,0,0.2
B,50,40,4,B12,4,0,0.12
E,85,26,4,B12,4,0,0.31
A,51,52,9,B1,6,0,0.1
D,50,53,5,B3,5,0,1
E,63,31,16,B2,4,0,0.08
E,50,44,27,B3,7,0,1
D,68,40,7,B2,5,0,0.08
E,50,52,0,B12,4,0,0.56
C,117,23,1,B12,7,0,0.31
D,80,28,8,B1,5,0,0.12
C,68,31,8,B2,6,0,0.08
D,55,38,11,B1,6,0,0.35
D,50,57,4,B1,6,0,0.01
C,50,44,0,B12,7,1,0.72
D,68,29,2,B12,7,0,0.21
D,50,50,1,B12,4,0,0.8
A,59,36,5,B1,6,0,0.21
D,76,36,1,B12,8,0,0.24
D,64,33,5,B12,11,0,0.04
E,95,28,4,B2,4,0,0.62
C,50,73,2,B12,8,0,0.52
D,100,26,15,B5,7,0,0.47
C,50,64,3,B6,7,0,1
B,50,42,6,B2,5,0,1
C,90,44,1,B12,4,0,0.96
D,54,36,13,B5,10,0,1
D,64,34,7,B4,4,0,0.07
C,50,46,0,B12,12,0,0.9
D,50,45,2,B6,7,0,0.61
D,68,33,12,B2,5,0,0.5
D,95,55,13,B1,6,0,0.61
B,80,28,7,B2,6,0,0.08
C,50,51,3,B12,4,0,0.95
D,50,45,8,B1,7,1,0.43
D,100,24,19,B3,7,0,0.31
C,57,41,13,B3,6,0,0.07
C,60,35,11,B1,7,0,0.08
D,85,31,12,B1,6,0,0.08
D,50,43,15,B2,6,0,0.34
D,64,32,6,B2,6,0,0.08
C,72,34,15,B2,7,0,0.45
D,80,30,12,B5,5,0,0.08
C,80,27,7,B12,7,1,0.2
C,51,30,15,B2,7,0,0.08
D,64,39,1,B12,6,1,0.28
E,90,25,1,B1,4,1,0.6
E,50,42,1,B12,7,0,0.64
C,76,45,5,B3,6,0,0.96
C,100,24,8,B3,6,0,0.25
C,80,53,5,B1,6,0,0.24
D,50,35,9,B2,5,0,0.26
D,90,37,4,B1,6,0,0.16
D,118,27,0,B12,4,0,0.00273224043715847
D,95,25,6,B1,5,0,0.5
A,51,38,13,B1,4,0,0.62
E,72,29,5,B6,5,0,0.08
A,50,56,9,B6,6,0,1
D,85,30,7,B1,4,0,0.9
C,60,30,5,B5,7,0,0.28
C,60,35,0,B12,4,0,0.2
C,62,64,12,B4,5,0,0.63
D,72,30,5,B5,5,0,0.08
C,64,37,12,B4,4,0,1
C,80,28,10,B3,6,0,0.21
D,60,32,4,B1,5,0,0.08
C,50,46,1,B12,4,0,0.53
C,54,35,8,B12,7,0,0.29
D,50,40,7,B2,6,0,1
D,100,27,6,B5,5,0,0.02
E,50,76,1,B2,7,0,1
E,80,31,0,B12,4,0,0.06
D,72,29,4,B5,5,0,0.08
D,50,44,0,B1,6,0,0.49
B,85,34,3,B12,7,0,0.12
E,50,38,0,B12,9,0,0.08
E,95,33,10,B2,4,0,0.02
E,71,32,12,B3,4,0,0.84
D,75,36,2,B12,11,0,0.8
C,68,41,4,B12,6,0,0.2
E,50,37,16,B2,5,0,0.91
C,50,51,16,B6,6,0,1
D,76,30,15,B2,5,0,0.86
E,95,26,9,B2,7,0,0.08
C,50,34,5,B12,7,0,0.08
D,50,43,9,B3,6,0,0.07
B,90,40,14,B1,6,0,0.36
E,72,43,10,B2,7,0,0.49
D,64,44,7,B6,7,0,0.5
D,85,28,1,B12,5,0,0.45
C,50,39,14,B3,7,0,1
D,50,58,5,B4,4,0,1
D,100,22,2,B12,6,0,0.03
D,50,62,14,B2,6,0,0.08
E,50,45,2,B6,4,0,0.47
D,72,31,10,B5,5,0,0.03
E,63,33,5,B5,5,0,1
C,50,34,0,B12,7,0,0.36
C,90,26,7,B1,5,0,0.52
E,90,26,9,B2,7,0,0.08
D,57,68,0,B12,4,0,0.14
B,80,28,7,B2,6,0,0.08
D,50,50,0,B12,11,0,0.57
B,64,27,2,B12,7,0,0.71
E,50,53,18,B2,6,0,1
C,72,32,6,B2,6,0,0.23
E,50,61,6,B3,7,0,0.08
D,50,63,8,B1,5,0,1
E,100,44,13,B2,10,0,0.08
D,50,48,0,B2,4,0,0.84
A,50,37,3,B2,6,0,0.14
E,76,24,9,B2,4,0,0.25
C,50,34,1,B4,4,0,0.00273972602739726
D,50,32,4,B4,7,0,1
D,51,49,49,B3,7,0,0.19
E,100,41,4,B4,7,0,0.22
D,50,44,12,B12,8,0,1
C,95,26,2,B2,4,0,0.94
E,57,38,8,B3,6,0,0.53
C,60,30,1,B12,7,0,0.29
E,85,27,8,B2,6,0,0.12
C,50,41,4,B12,5,0,0.1
C,90,27,10,B1,4,0,0.23
E,50,72,4,B12,10,0,0.45
E,57,34,5,B2,7,0,0.07
E,50,52,13,B1,6,0,0.26
D,76,30,1,B12,4,0,0.71
D,90,25,6,B2,5,0,0.06
A,50,35,10,B1,7,0,0.09
D,76,28,1,B12,7,0,0.38
D,50,72,3,B12,7,0,0.28
E,72,45,15,B2,7,0,0.61
D,80,24,5,B2,6,0,0.65
D,57,38,2,B12,4,0,0.31
E,71,33,11,B2,7,0,0.7
D,50,33,2,B1,14,0,0.04
D,76,28,4,B4,4,0,0.1
C,50,50,3,B2,6,0,0.00821917808219178
D,54,50,0,B12,4,0,0.35
C,50,48,2,B3,5,0,0.37
D,100,40,15,B1,7,0,0.5
C,50,39,0,B12,8,0,0.04
B,50,51,3,B2,4,0,0.24
E,64,30,0,B1,6,0,0.36
D,76,41,9,B1,7,0,0.49
E,51,33,0,B12,8,0,0.11
C,72,31,5,B2,6,0,0.76
C,62,57,8,B12,8,0,0.79
C,57,40,12,B3,6,0,0.08
D,90,21,15,B3,5,0,0.45
C,80,27,8,B2,6,0,0.03
D,90,26,14,B1,6,0,0.09
C,85,21,13,B1,9,0,0.48
E,64,33,12,B3,4,0,0.08
D,50,34,10,B2,4,0,1
E,113,33,1,B12,5,0,0.21
E,60,40,0,B12,7,0,0.87
C,50,79,0,B2,4,0,0.17
C,50,55,5,B2,7,0,0.08
E,95,47,0,B12,7,1,0.71
D,50,34,5,B1,6,0,0.43
D,57,33,5,B1,6,0,0.52
D,63,55,8,B3,8,0,0.43
A,63,35,4,B1,6,0,0.09
E,55,56,12,B3,5,0,0.99
E,60,32,3,B2,7,0,0.37
C,76,25,3,B12,4,0,0.72
E,84,41,4,B4,6,0,0.74
B,50,55,10,B3,5,0,0.86
C,57,30,10,B12,10,0,0.78
D,124,25,1,B12,4,0,0.75
B,50,52,4,B2,4,0,1
E,50,37,10,B12,7,0,0.00821917808219178
E,90,26,0,B1,5,0,0.05
B,90,27,3,B4,5,0,0.29
D,63,39,4,B3,5,0,0.35
D,68,30,7,B2,5,0,0.41
E,52,48,1,B12,6,0,0.13
D,62,35,19,B1,9,0,0.08
D,50,48,14,B2,7,0,1
E,51,35,0,B1,7,0,0.02
D,64,34,9,B3,6,0,0.08
E,100,25,1,B12,4,0,0.28
C,57,59,8,B1,6,0,1
D,50,43,7,B3,6,0,0.97
C,50,52,4,B12,4,0,0.59
E,50,39,6,B3,5,0,0.08
E,100,30,9,B2,7,0,0.31
C,50,35,14,B3,9,0,0.23
E,80,29,3,B1,6,0,0.16
E,64,61,14,B2,5,0,1
E,90,22,1,B1,4,0,0.06
C,63,34,12,B3,8,0,1
E,50,67,1,B12,7,0,0.44
E,100,28,4,B12,10,0,0.45
C,80,34,12,B2,7,0,0.01
D,64,30,2,B4,4,0,1
D,50,53,14,B1,4,0,0.49
C,85,28,3,B12,7,0,0.2
C,60,31,2,B2,6,0,1
D,80,48,0,B12,4,0,0.1
E,64,32,5,B2,4,0,0.49
D,90,48,0,B12,4,0,0.46
D,50,44,11,B2,5,0,0.08
C,50,54,11,B2,5,0,1
D,76,30,2,B4,5,0,0.07
D,50,53,0,B2,5,0,0.12
E,50,51,1,B2,6,0,0.08
D,50,40,16,B1,6,0,1
D,50,46,7,B4,5,0,0.19
C,50,51,3,B12,7,0,0.35
C,50,46,1,B12,5,0,0.57
D,100,28,6,B1,6,0,0.03
E,50,72,6,B1,6,0,1
D,50,73,10,B2,6,0,0.27
A,64,28,5,B4,4,0,0.72
D,79,40,13,B2,7,0,0.83
C,50,61,2,B12,7,0,0.12
D,64,31,4,B12,7,0,0.38
E,62,49,1,B1,6,0,0.49
C,54,71,6,B2,4,0,1
B,85,34,2,B12,4,0,0.47
D,50,35,4,B3,5,0,1
B,50,44,3,B12,8,0,0.71
E,85,27,5,B2,5,0,0.71
E,50,74,1,B2,6,0,1
C,76,32,6,B6,7,0,0.07
D,64,40,2,B2,6,0,0.08
C,100,20,15,B1,5,1,0.13
D,50,27,11,B2,5,0,0.24
E,80,26,0,B12,4,0,0.16
C,57,32,2,B2,5,0,0.85
D,67,51,1,B2,7,0,0.49
D,51,38,15,B2,4,0,0.33
C,106,31,5,B5,10,0,0.23
E,60,33,15,B3,7,0,1
D,76,24,0,B12,5,0,0.05
C,72,27,2,B1,4,1,0.04
D,50,51,7,B1,8,0,1
E,50,38,0,B12,9,0,0.08
D,112,24,1,B12,4,0,0.1
C,68,31,2,B6,6,0,0.08
D,50,48,1,B6,8,0,1
D,68,37,10,B12,6,0,0.87
E,76,29,1,B12,7,0,0.8
C,50,39,11,B1,7,0,1
C,50,52,14,B6,5,0,1
C,50,35,1,B12,6,0,0.12
C,50,49,1,B12,5,0,0.5
C,50,64,4,B12,6,0,0.69
D,57,30,11,B2,9,0,0.08
E,51,49,3,B5,5,0,0.09
D,50,36,20,B1,7,0,1
E,76,54,4,B2,8,0,0.5
C,100,39,1,B12,4,0,0.04
C,50,44,10,B2,5,0,0.08
D,60,33,10,B1,11,0,0.42
E,50,40,0,B12,10,0,0.39
D,90,27,13,B1,6,0,0.00273972602739726
D,50,86,4,B2,4,1,1
D,90,21,9,B2,7,0,0.53
C,95,31,1,B12,4,0,0.24
E,62,61,2,B2,5,0,0.08
D,95,35,2,B12,4,0,0.01
B,52,38,17,B5,4,0,0.07
D,50,60,2,B12,11,0,0.04
D,64,33,2,B12,6,0,0.7
E,68,35,10,B12,7,0,0.53
D,50,27,1,B2,5,0,0.24
D,50,42,1,B12,4,0,0.35
E,68,38,3,B12,6,0,0.25
E,50,36,13,B2,4,0,1
D,90,56,15,B1,6,0,0.39
E,54,33,15,B1,6,0,0.35
E,118,49,13,B3,7,0,0.38
E,68,30,9,B12,9,0,0.45
C,76,25,1,B12,4,0,0.5
D,95,30,6,B2,5,0,0.49
C,50,46,11,B1,6,0,1.11
D,50,41,0,B12,8,0,0.02
E,60,54,0,B3,7,0,0.05
E,54,30,1,B12,8,0,0.38
D,55,37,1,B4,9,0,1
D,50,34,6,B6,4,0,1
A,50,54,4,B3,7,0,0.7
C,61,27,0,B12,5,0,0.19
D,63,39,5,B12,7,0,0.5
D,50,61,3,B12,8,0,0.12
C,60,31,2,B6,7,0,0.68
D,50,39,1,B12,9,0,0.1
D,79,41,14,B2,7,0,0.08
E,50,34,5,B3,5,0,0.08
C,50,55,0,B5,4,0,0.23
D,52,52,2,B1,6,0,0.82
D,118,34,0,B12,6,0,0.35
E,85,31,16,B2,7,0,1
E,76,37,4,B2,6,0,0.24
E,54,29,4,B2,6,0,0.08
D,50,37,0,B12,4,0,0.39
E,64,31,1,B12,7,0,0.09
D,50,46,2,B12,10,0,0.38
E,50,37,8,B6,4,0,0.58
C,80,28,8,B12,7,0,0.7
C,90,29,12,B1,4,0,1
D,51,45,1,B3,8,0,0.08
E,50,55,10,B1,7,0,0.75
D,50,71,1,B12,11,0,0.74
C,100,24,5,B1,5,0,0.2
C,60,30,1,B12,8,0,0.00273972602739726
D,50,48,4,B2,6,0,1
C,95,28,11,B1,9,0,0.68
D,62,41,2,B12,6,0,0.4
D,50,43,12,B2,7,0,0.25
E,50,38,3,B6,4,0,0.05
E,64,38,0,B12,7,0,0.04
D,50,42,3,B12,7,0,0.06
D,51,56,20,B2,6,0,0.42
E,54,35,11,B1,6,0,0.08
E,72,28,3,B12,7,0,0.00273972602739726
C,50,41,5,B6,4,0,0.08
C,76,25,1,B3,7,0,0.53
C,57,32,7,B1,4,0,0.08
D,95,25,16,B3,6,0,0.21
D,50,51,1,B12,4,0,0.16
E,85,30,11,B1,6,0,0.07
E,60,33,14,B2,4,0,0.08
C,50,58,0,B12,7,0,0.03
E,52,64,1,B12,4,0,0.15
D,50,46,9,B2,7,0,1
E,72,28,7,B12,9,0,0.47
C,50,58,2,B12,7,0,0.06
E,50,39,10,B5,5,0,0.54
D,57,34,1,B12,8,0,0.56
E,50,53,7,B1,9,0,0.08
D,68,30,6,B3,7,0,0.7
D,50,44,8,B3,6,0,1
E,60,42,0,B12,10,0,0.03
E,85,28,3,B12,4,0,0.4
E,50,44,13,B1,6,0,0.08
D,62,39,4,B5,6,0,0.08
D,72,30,3,B3,4,0,0.2
E,63,27,12,B1,8,0,0.12
C,50,45,0,B12,8,0,0.13
B,100,26,2,B4,5,0,0.4
D,53,38,4,B12,6,0,0.07
D,57,31,0,B12,4,1,0.14
D,90,27,14,B5,10,0,0.08
D,95,35,9,B2,4,0,0.39
E,61,49,1,B1,7,0,0.49
C,90,27,3,B12,11,0,0.78
D,50,60,3,B3,5,0,0.7
E,50,34,1,B12,7,0,0.15
C,50,32,17,B1,5,0,1
D,90,32,14,B4,7,0,0.49
D,53,33,13,B1,6,0,1
E,60,30,5,B12,4,0,0.04
A,50,45,1,B12,4,0,0.28
D,100,31,1,B2,4,1,0.73
D,50,76,8,B1,7,0,1
D,64,52,13,B1,8,0,0.05
E,60,32,3,B3,6,0,0.08
D,50,43,1,B12,4,0,0.45
E,50,55,1,B12,5,0,0.91
D,70,50,10,B5,5,0,0.46
D,50,37,4,B2,5,0,1
E,59,48,12,B2,5,0,0.31
C,50,42,1,B12,11,0,0.12
E,57,36,1,B12,4,0,0.37
C,54,39,1,B12,7,0,0.5
D,50,37,14,B2,4,0,1
A,50,39,0,B2,6,0,0.02
C,50,38,5,B3,6,0,1
E,50,50,1,B1,4,0,1
D,72,44,0,B12,4,0,0.09
D,50,51,1,B2,8,0,0.07
C,50,48,1,B12,4,0,0.58
D,80,24,4,B2,6,0,0.05
C,50,60,2,B12,9,0,0.11
D,50,71,5,B1,6,0,1
E,50,54,0,B12,4,0,0.03
C,50,54,3,B12,5,0,0.21
E,90,26,9,B2,7,0,0.08
E,51,41,0,B12,7,1,0.45
E,60,31,12,B1,7,0,0.08
D,80,31,13,B6,4,0,1
B,50,55,3,B12,5,0,0.03
D,58,30,13,B2,4,0,0.08
D,50,42,3,B12,6,0,0.08
E,100,26,0,B12,4,0,0.16
E,50,52,3,B12,6,0,0.28
E,50,48,14,B1,6,0,0.53
C,63,36,6,B5,5,0,0.36
C,68,30,3,B1,7,0,0.19
D,76,29,5,B4,4,0,0.03
D,60,34,11,B1,11,0,0.99
D,64,41,2,B1,7,0,0.08
C,72,26,6,B3,4,0,0.03
D,50,42,2,B2,5,0,0.47
C,50,44,17,B1,7,1,0.91
D,100,21,12,B3,4,0,0.49
A,58,50,7,B1,6,0,0.24
E,51,39,3,B1,4,0,0.08
A,57,32,17,B2,10,0,0.02
E,50,39,4,B4,5,0,0.08
D,80,24,10,B2,5,0,0.24
D,80,26,11,B2,4,0,0.26
E,50,46,7,B5,7,0,0.49
E,58,49,0,B2,4,0,0.08
D,60,29,8,B1,5,0,0.16
D,90,26,15,B1,4,0,0.05
C,64,30,6,B4,5,0,0.07
D,50,37,10,B1,6,0,0.9
D,74,49,10,B5,5,0,0.46
D,90,26,3,B2,5,0,0.00821917808219178
C,50,39,3,B12,10,1,0.63
E,106,25,2,B12,7,0,0.53
D,50,80,1,B12,4,0,0.09
E,58,68,6,B1,6,0,0.25
B,50,31,5,B6,8,0,0.36
C,55,61,11,B2,10,1,1
D,50,60,3,B1,7,0,1
C,90,25,3,B12,4,0,0.53
D,95,25,4,B1,7,0,0.01
C,56,55,0,B12,4,0,0.34
C,50,52,0,B4,7,0,1
D,50,61,13,B2,6,0,0.08
C,50,65,12,B1,6,0,1
D,85,28,6,B12,6,0,0.78
C,50,59,1,B1,7,0,0.33
D,63,39,9,B12,6,0,0.37
C,51,31,2,B4,7,0,1
D,50,46,6,B3,6,0,0.75
C,50,51,3,B1,5,0,0.08
C,50,58,1,B12,8,0,0.12
C,57,34,2,B12,7,0,0.34
E,57,43,1,B12,10,0,0.05
C,100,23,14,B3,6,0,0.01
C,76,26,2,B4,5,0,0.5
E,75,35,2,B1,7,1,0.89
C,80,29,6,B2,8,0,0.08
D,50,46,5,B1,7,0,1
E,50,40,6,B3,5,0,0.08
E,72,28,1,B12,6,0,0.1
D,50,43,2,B12,4,0,0.35
D,64,30,10,B2,7,0,0.08
C,68,42,11,B2,5,0,1
D,50,41,15,B12,10,0,1
C,50,40,9,B1,6,0,0.22
C,54,40,8,B2,7,0,0.38
D,85,31,10,B2,7,0,0.27
C,60,32,15,B12,8,0,0.09
B,50,51,0,B2,5,0,0.05
D,50,46,6,B5,8,0,0.16
A,51,33,18,B2,10,0,1
E,50,40,0,B1,9,0,0.3
E,50,44,3,B5,6,0,0.08
E,67,41,12,B1,4,0,0.07
C,125,27,6,B2,5,0,0.28
E,57,50,4,B12,7,0,0.46
C,80,55,11,B3,6,0,0.32
D,100,25,10,B5,5,0,0.74
D,80,24,4,B3,6,0,0.04
C,67,38,10,B12,6,0,0.21
E,76,24,1,B12,6,0,0.63
D,72,27,1,B12,6,0,0.45
D,50,74,11,B5,4,0,1
C,51,32,3,B4,5,0,0.5
C,54,32,4,B1,4,0,0.74
C,50,50,1,B2,5,0,0.28
D,54,53,3,B2,8,0,0.16
E,72,25,0,B12,8,0,0.07
D,80,27,2,B2,7,0,0.37
E,76,33,13,B4,6,0,0.08
B,50,54,9,B3,5,0,1
D,58,35,8,B2,6,0,0.16
D,125,28,1,B12,5,1,0.95
D,80,39,1,B12,6,0,0.26
D,50,46,13,B1,4,0,0.86
D,60,32,0,B1,7,0,0.02
E,50,44,7,B1,7,0,0.08
D,50,45,17,B1,5,0,0.25
D,50,40,2,B12,9,0,0.06
D,50,44,7,B1,6,0,1
E,72,31,2,B12,7,0,0.29
C,50,32,11,B5,5,0,0.58
C,50,53,1,B12,7,0,0.39
D,50,66,5,B2,5,0,1
D,50,62,6,B5,6,0,1
D,100,30,10,B1,7,0,0.04
D,95,27,2,B2,5,0,0.24
B,50,52,0,B12,11,0,0.08
D,95,21,2,B12,4,0,0.28
D,95,20,5,B3,5,0,0.21
E,50,58,0,B12,5,0,0.52
C,50,38,13,B5,7,0,0.08
C,76,55,2,B12,6,0,0.28
E,71,33,2,B12,7,0,0.54
B,51,36,1,B12,7,0,0.2
E,60,28,17,B4,4,0,0.11
D,58,45,5,B1,10,0,0.5
D,95,19,15,B1,6,0,0.88
C,50,38,1,B6,4,0,1
C,50,68,5,B2,4,0,0.91
B,50,61,0,B12,4,0,0.82
E,100,40,5,B4,7,0,0.12
D,72,53,11,B2,5,0,1
D,57,33,3,B12,4,0,0.00273224043715847
D,85,35,15,B1,6,0,0.24
D,50,71,14,B2,5,0,0.5
